"1bjeWoagtHmUKputLVyDxQ,""Saturn"",""SZA"",""18"",""4"",""3"","""",""2024-05-13"",""93"",""False"",""186191"",""Saturn"",""2024-02-22"",""0.411"",""0.619"",""1"",""-6.834"",""1"",""0.0368"",""0.62"",""0.0"",""0.11"",""0.337"",""177.937"",""4""";;
"7CyPwkp0oE8Ro9Dd5CUDjW,""One Of The Girls (with JENNIE, Lily Rose Depp)"",""The Weeknd, JENNIE, Lily-Rose Depp"",""19"",""0"",""-1"","""",""2024-05-13"",""93"",""False"",""244684"",""The Idol Episode 4 (Music from the HBO Original Series)"",""2023-06-23"",""0.264"",""0.64"",""8"",""-6.221"",""1"",""0.0442"",""0.0393"",""2.31e-06"",""0.151"",""0.19"",""84.828"",""4""";;
"5bi0gh89wRuH2OgjdAKFsb,""Santa"",""Rvssian, Rauw Alejandro, Ayra Starr"",""20"",""-3"",""-3"","""",""2024-05-13"",""92"",""False"",""193038"",""Santa"",""2024-04-04"",""0.725"",""0.709"",""3"",""-5.017"",""0"",""0.129"",""0.321"",""0.000189"",""0.114"",""0.648"",""99.993"",""4""";;
"1BxfuPKGuaTgP7aM0Bbdwr,""Cruel Summer"",""Taylor Swift"",""21"",""2"",""5"","""",""2024-05-13"",""94"",""False"",""178426"",""Lover"",""2019-08-23"",""0.552"",""0.702"",""9"",""-5.707"",""1"",""0.157"",""0.117"",""2.06e-05"",""0.105"",""0.564"",""169.994"",""4""";;
"2F3N9tdombb64aW6VtZOdo,""Down Bad"",""Taylor Swift"",""22"",""-2"",""-2"","""",""2024-05-13"",""88"",""True"",""261228"",""THE TORTURED POETS DEPARTMENT"",""2024-04-18"",""0.541"",""0.366"",""11"",""-10.412"",""1"",""0.0748"",""0.56"",""1e-06"",""0.0946"",""0.168"",""159.707"",""4""";;
"5uQ7de4EWjb3rkcFxyEOpu,""Belong Together"",""Mark Ambor"",""23"",""-5"",""1"","""",""2024-05-13"",""92"",""False"",""148317"",""Belong Together"",""2024-02-16"",""0.646"",""0.668"",""2"",""-5.203"",""1"",""0.0282"",""0.491"",""0.0"",""0.212"",""0.64"",""90.969"",""4""";;
"5LhI8m7n8xlQmNe3b7Rwis,""Madonna"",""Natanael Cano, Oscar Maydon"",""24"",""-3"",""-2"","""",""2024-05-13"",""92"",""True"",""187087"",""Madonna"",""2024-03-08"",""0.732"",""0.873"",""0"",""-5.965"",""1"",""0.0321"",""0.0449"",""0.000803"",""0.347"",""0.662"",""128.029"",""3""";;
"0uHrMbMv3c78398pIANDqR,""Europapa"",""Joost"",""25"",""13"",""25"","""",""2024-05-13"",""82"",""False"",""160218"",""Europapa"",""2024-02-29"",""0.706"",""0.94"",""11"",""-4.969"",""0"",""0.168"",""0.173"",""0.000349"",""0.228"",""0.479"",""160.068"",""4""";;
"4Dvkj6JhhA12EX05fT7y2e,""As It Was"",""Harry Styles"",""26"",""-2"",""11"","""",""2024-05-13"",""92"",""False"",""167303"",""Harry's House"",""2022-05-20"",""0.52"",""0.731"",""6"",""-5.338"",""0"",""0.0557"",""0.342"",""0.00101"",""0.311"",""0.662"",""173.93"",""4""";;
"42VsgItocQwOQC3XWZ8JNA,""FE!N (feat. Playboi Carti)"",""Travis Scott, Playboi Carti"",""27"",""2"",""15"","""",""2024-05-13"",""92"",""True"",""191700"",""UTOPIA"",""2023-07-28"",""0.569"",""0.882"",""3"",""-2.777"",""0"",""0.06"",""0.0316"",""0.0"",""0.142"",""0.201"",""148.038"",""4""";;
"1aKvZDoLGkNMxoRYgkckZG,""Magnetic"",""ILLIT"",""28"",""3"",""-3"","""",""2024-05-13"",""93"",""False"",""160688"",""SUPER REAL ME"",""2024-03-25"",""0.797"",""0.668"",""6"",""-5.819"",""1"",""0.0687"",""0.257"",""0.0"",""0.0876"",""0.69"",""131.067"",""4""";;
"48lxT5qJF0yYyf2z4wB4xW,""Pedro"",""Jaxomy, Agatino Romero, Raffaella Carrà"",""29"",""-4"",""2"","""",""2024-05-13"",""91"",""False"",""144846"",""Pedro"",""2024-03-29"",""0.788"",""0.936"",""9"",""-6.294"",""1"",""0.301"",""0.0229"",""1.3e-06"",""0.311"",""0.844"",""151.019"",""4""";;
"3rUGC1vUpkDG9CZFHMur1t,""greedy"",""Tate McRae"",""30"",""-2"",""-3"","""",""2024-05-13"",""95"",""True"",""131872"",""greedy"",""2023-09-15"",""0.749"",""0.729"",""6"",""-3.19"",""0"",""0.0321"",""0.261"",""0.0"",""0.113"",""0.816"",""111.004"",""1""";;
"36t6frENUtCYKuZus6aYDO,""Who’s Afraid of Little Old Me?"",""Taylor Swift"",""31"",""-1"",""8"","""",""2024-05-13"",""84"",""False"",""334084"",""THE TORTURED POETS DEPARTMENT"",""2024-04-18"",""0.606"",""0.338"",""0"",""-10.555"",""1"",""0.048"",""0.315"",""0.0"",""0.106"",""0.238"",""119.88"",""4""";;
"2uqYupMHANxnwgeiXTZXzd,""Austin"",""Dasha"",""32"",""-6"",""4"","""",""2024-05-13"",""92"",""True"",""171782"",""What Happens Now?"",""2024-02-16"",""0.756"",""0.672"",""0"",""-6.743"",""1"",""0.0522"",""0.464"",""3.37e-06"",""0.108"",""0.739"",""114.935"",""4""";;
"0mflMxspEfB0VbI1kyLiAv,""Stick Season"",""Noah Kahan"",""33"",""-1"",""-1"","""",""2024-05-13"",""93"",""False"",""182346"",""Stick Season"",""2022-10-14"",""0.664"",""0.5"",""9"",""-6.935"",""1"",""0.0651"",""0.799"",""0.0"",""0.0966"",""0.801"",""117.896"",""4""";;
"7bywjHOc0wSjGGbj04XbVi,""LUNA"",""Feid, ATL Jacob"",""34"",""-7"",""-5"","""",""2024-05-13"",""93"",""False"",""196800"",""FERXXOCALIPSIS"",""2023-12-01"",""0.774"",""0.86"",""7"",""-2.888"",""0"",""0.13"",""0.131"",""0.0"",""0.116"",""0.446"",""100.019"",""4""";;
"3Vevii7qKqrmW8CcyzBHDl,""So Long, London"",""Taylor Swift"",""35"",""0"",""-7"","""",""2024-05-13"",""85"",""False"",""262974"",""THE TORTURED POETS DEPARTMENT"",""2024-04-18"",""0.423"",""0.533"",""9"",""-11.388"",""1"",""0.322"",""0.73"",""0.00264"",""0.0816"",""0.248"",""160.218"",""4""";;
"3vkCueOmm7xQDoJ17W1Pm3,""My Love Mine All Mine"",""Mitski"",""36"",""14"",""2"","""",""2024-05-13"",""93"",""False"",""137773"",""The Land Is Inhospitable and So Are We"",""2023-09-15"",""0.504"",""0.308"",""9"",""-14.958"",""1"",""0.0321"",""0.868"",""0.135"",""0.158"",""0.121"",""113.95"",""4""";;
"3lMzT16MjAKKXF7pSZn13B,""Tell Ur Girlfriend"",""Lay Bankz"",""37"",""-1"",""-14"","""",""2024-05-13"",""91"",""True"",""124444"",""Tell Ur Girlfriend"",""2024-02-07"",""0.866"",""0.741"",""7"",""-4.66"",""1"",""0.245"",""0.0933"",""0.0"",""0.0297"",""0.614"",""135.07"",""4""";;
"0W0iAC1VGlB82PI6elxFYf,""Guilty as Sin?"",""Taylor Swift"",""38"",""1"",""-4"","""",""2024-05-13"",""83"",""False"",""254365"",""THE TORTURED POETS DEPARTMENT"",""2024-04-18"",""0.626"",""0.428"",""2"",""-8.374"",""1"",""0.0261"",""0.607"",""0.0"",""0.0921"",""0.487"",""94.95"",""3""";;
"5XeFesFbtLpXzIVDNQP22n,""I Wanna Be Yours"",""Arctic Monkeys"",""39"",""7"",""-4"","""",""2024-05-13"",""92"",""False"",""183956"",""AM"",""2013-09-09"",""0.464"",""0.417"",""0"",""-9.345"",""0"",""0.0256"",""0.136"",""0.022"",""0.0974"",""0.479"",""67.528"",""4""";;
"2QjOHCTQ1Jl3zawyYOpxh6,""Sweater Weather"",""The Neighbourhood"",""40"",""3"",""1"","""",""2024-05-13"",""90"",""False"",""240400"",""I Love You."",""2013-04-19"",""0.612"",""0.807"",""10"",""-2.81"",""1"",""0.0336"",""0.0495"",""0.0177"",""0.101"",""0.398"",""124.053"",""4""";;
"51eSHglvG1RJXtL3qI5trr,""Slow It Down"",""Benson Boone"",""41"",""-7"",""3"","""",""2024-05-13"",""89"",""False"",""161831"",""Fireworks & Rollerblades"",""2024-04-05"",""0.432"",""0.583"",""8"",""-4.682"",""1"",""0.0687"",""0.174"",""0.0"",""0.0933"",""0.544"",""181.489"",""4""";;
"5og4Qzt92jJzVDkOtSEilb,""But Daddy I Love Him"",""Taylor Swift"",""42"",""2"",""5"","""",""2024-05-13"",""84"",""True"",""340428"",""THE TORTURED POETS DEPARTMENT"",""2024-04-18"",""0.521"",""0.72"",""4"",""-7.684"",""1"",""0.104"",""0.384"",""0.0"",""0.135"",""0.438"",""79.943"",""4""";;
"0LZy30mVmxqUpdQmaXKXBd,""ADIVINO"",""Myke Towers, Bad Bunny"",""43"",""-10"",""-13"","""",""2024-05-13"",""89"",""True"",""278644"",""ADIVINO"",""2024-04-25"",""0.786"",""0.854"",""10"",""-2.4"",""0"",""0.0741"",""0.169"",""2.39e-05"",""0.106"",""0.522"",""117.994"",""4""";;
"0WbMK4wrZ1wFSty9F7FCgu,""Good Luck, Babe!"",""Chappell Roan"",""44"",""1"",""-1"","""",""2024-05-13"",""90"",""False"",""218423"",""Good Luck, Babe!"",""2024-04-05"",""0.7"",""0.582"",""11"",""-5.96"",""0"",""0.0356"",""0.0502"",""0.0"",""0.0881"",""0.785"",""116.712"",""4""";;
"5TswDbxMnxptgFTf6ZxvXQ,""Rim Tim Tagi Dim"",""Baby Lasagna"",""45"",""5"",""5"","""",""2024-05-13"",""74"",""False"",""179062"",""Rim Tim Tagi Dim"",""2024-01-12"",""0.587"",""0.872"",""9"",""-6.7"",""1"",""0.0342"",""0.00218"",""0.000937"",""0.474"",""0.577"",""128.037"",""4""";;
"4S8PxReB1UiDR2F5x1lyIR,""meet the grahams"",""Kendrick Lamar"",""46"",""-9"",""-27"","""",""2024-05-13"",""86"",""True"",""392138"",""meet the grahams"",""2024-05-03"",""0.479"",""0.802"",""5"",""-6.252"",""1"",""0.309"",""0.55"",""0.00045"",""0.11"",""0.602"",""74.98"",""4""";;
"3hRV0jL3vUpRrcy398teAU,""The Night We Met"",""Lord Huron"",""47"",""3"",""2"","""",""2024-05-13"",""90"",""False"",""208211"",""Strange Trails"",""2015-04-06"",""0.448"",""0.369"",""9"",""-9.514"",""1"",""0.0452"",""0.968"",""0.272"",""0.638"",""0.0998"",""174.097"",""3""";;
"2RNut2tMgGnggdKCxzLLNM,""Come back to me"",""RM"",""48"",""-7"",""2"","""",""2024-05-13"",""74"",""False"",""388960"",""Come back to me"",""2024-05-10"",""0.623"",""0.462"",""4"",""-7.82"",""0"",""0.0326"",""0.397"",""0.0115"",""0.0492"",""0.344"",""73.007"",""4""";;
"2XXwLdtuAcE0HSCu61ijAb,""My Boy Only Breaks His Favorite Toys"",""Taylor Swift"",""49"",""-2"",""-9"","""",""2024-05-13"",""85"",""False"",""203801"",""THE TORTURED POETS DEPARTMENT"",""2024-04-18"",""0.596"",""0.563"",""0"",""-7.362"",""1"",""0.0269"",""0.137"",""0.0"",""0.302"",""0.481"",""97.073"",""4""";;
"7wLShogStyDeZvL0a6daN5,""TEXAS HOLD 'EM"",""Beyoncé"",""50"",""-10"",""-4"","""",""2024-05-13"",""86"",""True"",""233456"",""COWBOY CARTER"",""2024-03-29"",""0.727"",""0.711"",""2"",""-6.549"",""1"",""0.078"",""0.582"",""0.0"",""0.158"",""0.375"",""110.012"",""4""";;
"6AI3ezQ4o3HUoP6Dhudph3,""Not Like Us"",""Kendrick Lamar"",""1"",""1"",""0"",""ZA"",""2024-05-13"",""94"",""True"",""274192"",""Not Like Us"",""2024-05-04"",""0.898"",""0.472"",""1"",""-7.001"",""1"",""0.0776"",""0.0107"",""0.0"",""0.141"",""0.214"",""101.061"",""4""";;
"7fzHQizxTqy8wTXwlrgPQQ,""MILLION DOLLAR BABY"",""Tommy Richman"",""2"",""3"",""6"",""ZA"",""2024-05-13"",""94"",""False"",""155151"",""MILLION DOLLAR BABY"",""2024-04-26"",""0.849"",""0.699"",""1"",""-5.106"",""0"",""0.0436"",""0.0982"",""0.000215"",""0.068"",""0.927"",""138.003"",""4""";;
"6hqel7QjWBsjk1LJG6J0pD,""Funk 99"",""Shakes & Les, LeeMcKrazy"",""3"",""-2"",""-1"",""ZA"",""2024-05-13"",""66"",""False"",""377920"",""Funk Series"",""2024-04-05"",""0.9"",""0.61"",""1"",""-12.937"",""0"",""0.0847"",""0.0879"",""0.0163"",""0.124"",""0.786"",""113.056"",""4""";;
"54seQV7MCcppBrznALCdlT,""Tshwala Bam (feat. S.N.E, EeQue)"",""TitoM, Yuppe, EeQue, S.N.E"",""4"",""-1"",""-1"",""ZA"",""2024-05-13"",""77"",""False"",""390000"",""Tshwala Bam (feat. S.N.E, EeQue)"",""2024-02-23"",""0.857"",""0.564"",""4"",""-11.427"",""0"",""0.0566"",""0.0103"",""0.178"",""0.0187"",""0.505"",""112.014"",""4""";;
"6Kijtp0DB6VwcoJIw7PJ9W,""Imithandazo (feat. Young Stunna, DJ Maphorisa, Sizwe Alakine & Umthakathi Kush)"",""Kabza De Small, Mthunzi, DJ Maphorisa, Young Stunna, Sizwe Alakine, Umthakathi Kush"",""5"",""-1"",""2"",""ZA"",""2024-05-13"",""68"",""False"",""351200"",""Isimo"",""2023-10-27"",""0.806"",""0.767"",""6"",""-9.686"",""0"",""0.112"",""0.179"",""0.00126"",""0.182"",""0.795"",""113.001"",""4""";;
"5DqA8IUhk1DQSGmf6XOVrI,""Wadibusa (feat. OHP Sage, Pcee, & Djy Biza)"",""Uncle Waffles, Royal MusiQ, Ohp Sage, Pcee, Djy Biza"",""6"",""0"",""-1"",""ZA"",""2024-05-13"",""66"",""False"",""285034"",""Wadibusa (feat. OHP Sage, Pcee, & Djy Biza)"",""2024-04-17"",""0.845"",""0.584"",""1"",""-7.627"",""1"",""0.0477"",""0.00141"",""0.0595"",""0.0661"",""0.4"",""111.978"",""4""";;
"2FQrifJ1N335Ljm3TjTVVf,""A Bar Song (Tipsy)"",""Shaboozey"",""7"",""2"",""4"",""ZA"",""2024-05-13"",""94"",""True"",""171291"",""A Bar Song (Tipsy)"",""2024-04-12"",""0.722"",""0.709"",""9"",""-4.95"",""1"",""0.0273"",""0.0633"",""0.0"",""0.0804"",""0.604"",""81.012"",""4""";;
"77DRzu7ERs0TX3roZcre7Q,""euphoria"",""Kendrick Lamar"",""8"",""5"",""-4"",""ZA"",""2024-05-13"",""93"",""True"",""383639"",""euphoria"",""2024-04-30"",""0.831"",""0.643"",""1"",""-5.002"",""1"",""0.11"",""0.046"",""0.0"",""0.084"",""0.142"",""139.948"",""4""";;
"2nYDr6EASJj7UcjiEmlvj0,""Pholisa"",""Babalwa M, Kelvin Momo, Stixx, Baby S.O.N"",""9"",""-2"",""5"",""ZA"",""2024-05-13"",""60"",""False"",""408014"",""Pisces"",""2024-04-26"",""0.84"",""0.487"",""1"",""-17.001"",""1"",""0.0734"",""0.00197"",""0.105"",""0.116"",""0.663"",""112.999"",""4""";;
"3xkHsmpQCBMytMJNiDf3Ii,""Beautiful Things"",""Benson Boone"",""10"",""5"",""5"",""ZA"",""2024-05-13"",""91"",""False"",""180304"",""Fireworks & Rollerblades"",""2024-04-05"",""0.472"",""0.471"",""10"",""-5.692"",""1"",""0.0603"",""0.151"",""0.0"",""0.14"",""0.219"",""105.029"",""3""";;
"40zr1pQlSaIWUYyR8APyy2,""Uhambe Wrongo (feat. Mr. Maker)"",""Bandros, Kelvin Momo, Smash SA, Mr. Maker"",""11"",""-3"",""-2"",""ZA"",""2024-05-13"",""62"",""False"",""368699"",""Uhambe Wrongo (feat. Mr. Maker)"",""2024-03-29"",""0.823"",""0.626"",""0"",""-12.512"",""1"",""0.0586"",""0.0962"",""0.796"",""0.161"",""0.313"",""112.012"",""4""";;
"2pqIaYg12ziqIpVtdVESGt,""Amalobolo (feat. Stixx, Nia Pearl)"",""Kelvin Momo, Babalwa M, Nia Pearl, Stixx"",""12"",""0"",""0"",""ZA"",""2024-05-13"",""62"",""False"",""509789"",""Kurhula"",""2023-12-08"",""0.794"",""0.436"",""6"",""-18.272"",""0"",""0.0633"",""0.00775"",""0.699"",""0.654"",""0.353"",""112.997"",""4""";;
"4tsVMjM60RNTe9EV5oQ4sQ,""Masithokoze"",""DJ Stokie, Eemoh"",""13"",""-3"",""-3"",""ZA"",""2024-05-13"",""64"",""False"",""427217"",""Masithokoze"",""2023-10-20"",""0.622"",""0.487"",""6"",""-14.593"",""0"",""0.0629"",""0.0221"",""0.185"",""0.0145"",""0.346"",""113.003"",""4""";;
"2Oe52Ggx8lxxI55azZbr5h,""Amazwe (feat. Mawhoo)"",""Kabza De Small, Mthunzi, MaWhoo"",""14"",""-3"",""2"",""ZA"",""2024-05-13"",""61"",""False"",""463036"",""Isimo"",""2023-10-27"",""0.806"",""0.682"",""10"",""-9.961"",""0"",""0.0537"",""0.0159"",""0.00185"",""0.0548"",""0.582"",""112.992"",""4""";;
"5TY9ovYtBeJTY9s7K3ijEd,""Hit after Hit"",""Ugatsheni"",""15"",""2"",""3"",""ZA"",""2024-05-13"",""59"",""False"",""279823"",""Uyihlo nonyoko"",""2023-12-08"",""0.645"",""0.792"",""0"",""-7.466"",""1"",""0.0541"",""0.575"",""0.0"",""0.0899"",""0.679"",""158.53"",""4""";;
"4iZ4pt7kvcaH6Yo8UoZ4s2,""Snooze"",""SZA"",""16"",""11"",""6"",""ZA"",""2024-05-13"",""90"",""True"",""201800"",""SOS"",""2022-12-09"",""0.559"",""0.551"",""5"",""-7.231"",""1"",""0.132"",""0.141"",""0.0"",""0.11"",""0.392"",""143.008"",""4""";;
"2GxrNKugF82CnoRFbQfzPf,""i like the way you kiss me"",""Artemas"",""17"",""6"",""-4"",""ZA"",""2024-05-13"",""100"",""False"",""142514"",""i like the way you kiss me"",""2024-03-19"",""0.599"",""0.946"",""11"",""-4.263"",""1"",""0.0447"",""0.000938"",""0.0106"",""0.0826"",""0.747"",""151.647"",""4""";;
"5Z0UnEtpLDQyYlWwgi8m9C,""Too Sweet"",""Hozier"",""18"",""10"",""1"",""ZA"",""2024-05-13"",""90"",""False"",""251424"",""Unreal Unearth: Unheard"",""2024-03-22"",""0.741"",""0.62"",""10"",""-5.505"",""1"",""0.0412"",""0.0295"",""0.000809"",""0.0398"",""0.934"",""117.038"",""4""";;
"2tudvzsrR56uom6smgOcSf,""Like That"",""Future, Metro Boomin, Kendrick Lamar"",""19"",""3"",""-2"",""ZA"",""2024-05-13"",""95"",""True"",""267706"",""WE DON'T TRUST YOU"",""2024-03-22"",""0.814"",""0.676"",""11"",""-4.67"",""0"",""0.231"",""0.00709"",""1.28e-05"",""0.119"",""0.312"",""162.012"",""4""";;
"7JNPhwzFNg4pb7wZqfR5ms,""MKK (feat. CowBoii, djygubzin.live & Ranger)"",""KMAT, CowBoii, djygubzin.live, Ranger"",""20"",""-6"",""30"",""ZA"",""2024-05-13"",""59"",""False"",""365192"",""MKK (feat. CowBoii, djygubzin.live & Ranger)"",""2024-04-12"",""0.841"",""0.773"",""1"",""-7.215"",""1"",""0.0564"",""0.000924"",""0.00252"",""0.0959"",""0.565"",""112.004"",""4""";;
"7JbLSEDlRdoJaXk5ddZae2,""Paris"",""Mthandeni SK, Lwah Ndlunkulu"",""21"",""-2"",""4"",""ZA"",""2024-05-13"",""59"",""False"",""257959"",""Paris"",""2023-08-09"",""0.619"",""0.903"",""1"",""-4.659"",""1"",""0.0693"",""0.0296"",""0.00199"",""0.19"",""0.964"",""154.639"",""4""";;
"4xXHrIiIeW7dMh5FoYI5m1,""Thula Mabota"",""Zee Nxumalo, Pabi Cooper, 031CHOPPA, Shakes & Les"",""22"",""-6"",""6"",""ZA"",""2024-05-13"",""60"",""False"",""269500"",""Thula Mabota"",""2024-03-29"",""0.604"",""0.403"",""0"",""-10.844"",""1"",""0.0865"",""0.0678"",""0.000987"",""0.537"",""0.267"",""112.973"",""4""";;
"2cwsLyg0jSqOS0FIgaN0S3,""Number 1 (feat. Iyanya, Prince Benza)"",""Makhadzi Entertainment, Iyanya, Prince Benza"",""23"",""-5"",""27"",""ZA"",""2024-05-13"",""45"",""False"",""288200"",""Number 1 (feat. Iyanya, Prince Benza)"",""2024-05-10"",""0.888"",""0.484"",""1"",""-9.66"",""1"",""0.101"",""0.0126"",""0.0"",""0.0773"",""0.769"",""123.961"",""4""";;
"1tvDDR0ZAowEqKLN15g7tH,""Wenhliziyo Yami"",""Zwide, Umafikizolo, uMehlabomvu"",""24"",""1"",""-1"",""ZA"",""2024-05-13"",""58"",""False"",""261459"",""Wenhliziyo Yami"",""2024-02-10"",""0.689"",""0.649"",""7"",""-7.011"",""0"",""0.0336"",""0.638"",""0.206"",""0.0915"",""0.97"",""146.066"",""4""";;
"7GaFYUqP2WdR4KTPk7cXoP,""Let Me Love You"",""Mario"",""25"",""18"",""4"",""ZA"",""2024-05-13"",""75"",""False"",""249120"",""Turning Point"",""2004-03-15"",""0.686"",""0.588"",""7"",""-8.343"",""0"",""0.0554"",""0.178"",""0.0"",""0.0954"",""0.617"",""94.519"",""4""";;
"0WIv5qV41y6YjjB9V1biuC,""Made For Me"",""Muni Long"",""26"",""4"",""0"",""ZA"",""2024-05-13"",""84"",""False"",""188000"",""Made For Me"",""2023-09-15"",""0.796"",""0.468"",""7"",""-6.375"",""0"",""0.0324"",""0.122"",""0.0"",""0.118"",""0.0677"",""119.98"",""4""";;
